exp_moment,animal_ID,maze,model,repeat_idx,total_reward,n_actions,mouse_reward,seed,elapsed_s,date_part
250207-172209,029,240901_latMaz007,FSC_bio,4,32.0,143,25,46,0.0388,250207
250206-235033,029,240901_latMaz007,FSC_bio,0,36.0,137,26,42,0.0392,250206
250206-235033,029,240901_latMaz007,FSC_bio,1,39.0,137,26,43,0.0397,250206
250206-235033,029,240901_latMaz007,FSC_bio,2,37.0,137,26,44,0.0389,250206
250206-235033,029,240901_latMaz007,FSC_bio,3,36.0,137,26,45,0.0389,250206
250206-235033,029,240901_latMaz007,FSC_bio,4,75.0,137,26,46,0.0425,250206
250206-152402,029,240901_latMaz007,FSC_bio,0,13.0,20,10,42,0.0371,250206
250206-152402,029,240901_latMaz007,FSC_bio,1,16.0,20,10,43,0.0356,250206
250206-152402,029,240901_latMaz007,FSC_bio,2,17.0,20,10,44,0.0365,250206
250206-152402,029,240901_latMaz007,FSC_bio,3,14.0,20,10,45,0.0357,250206
250206-152402,029,240901_latMaz007,FSC_bio,4,14.0,20,10,46,0.0367,250206
250205-232618,029,240901_latMaz007,FSC_bio,0,34.0,69,19,42,0.0369,250205
250205-232618,029,240901_latMaz007,FSC_bio,1,34.0,69,19,43,0.0382,250205
250205-232618,029,240901_latMaz007,FSC_bio,2,24.0,69,19,44,0.0408,250205
250205-232618,029,240901_latMaz007,FSC_bio,3,20.0,69,19,45,0.0391,250205
250205-232618,029,240901_latMaz007,FSC_bio,4,28.0,69,19,46,0.0385,250205
250205-163722,029,240901_latMaz007,FSC_bio,0,75.0,315,12,42,0.0426,250205
250205-163722,029,240901_latMaz007,FSC_bio,1,75.0,315,12,43,0.0409,250205
250205-163722,029,240901_latMaz007,FSC_bio,2,67.0,315,12,44,0.0444,250205
250205-163722,029,240901_latMaz007,FSC_bio,3,40.0,315,12,45,0.0416,250205
250205-163722,029,240901_latMaz007,FSC_bio,4,136.0,315,12,46,0.0415,250205
241121-161838,188,240901_latMaz007,FSC_bio,0,78.0,357,77,42,0.0415,241121
241121-161838,188,240901_latMaz007,FSC_bio,1,76.0,357,77,43,0.0423,241121
241121-161838,188,240901_latMaz007,FSC_bio,2,75.0,357,77,44,0.0411,241121
241121-161838,188,240901_latMaz007,FSC_bio,3,46.0,357,77,45,0.0439,241121
241121-161838,188,240901_latMaz007,FSC_bio,4,156.0,357,77,46,0.0469,241121
241120-155145,185,240901_latMaz007,FSC_bio,0,69.0,205,39,42,0.0426,241120
241120-155145,185,240901_latMaz007,FSC_bio,1,69.0,205,39,43,0.0406,241120
241120-155145,185,240901_latMaz007,FSC_bio,2,57.0,205,39,44,0.0392,241120
241120-155145,185,240901_latMaz007,FSC_bio,3,39.0,205,39,45,0.0378,241120
241120-155145,185,240901_latMaz007,FSC_bio,4,39.0,205,39,46,0.0416,241120
241118-164607,188,240901_latMaz007,FSC_bio,0,39.0,160,33,42,0.0385,241118
241118-164607,188,240901_latMaz007,FSC_bio,1,31.0,160,33,43,0.0378,241118
241118-164607,188,240901_latMaz007,FSC_bio,2,37.0,160,33,44,0.0385,241118
241118-164607,188,240901_latMaz007,FSC_bio,3,27.0,160,33,45,0.0372,241118
241118-164607,188,240901_latMaz007,FSC_bio,4,83.0,160,33,46,0.0394,241118
241118-154204,188,240901_latMaz007,FSC_bio,0,24.0,45,8,42,0.0362,241118
241118-154204,188,240901_latMaz007,FSC_bio,1,18.0,45,8,43,0.0364,241118
241118-154204,188,240901_latMaz007,FSC_bio,2,22.0,45,8,44,0.0358,241118
241118-154204,188,240901_latMaz007,FSC_bio,3,8.0,45,8,45,0.0354,241118
241118-154204,188,240901_latMaz007,FSC_bio,4,26.0,45,8,46,0.0365,241118
241118-150642,185,240901_latMaz007,FSC_bio,0,35.0,130,35,42,0.0386,241118
241118-150642,185,240901_latMaz007,FSC_bio,1,46.0,130,35,43,0.0388,241118
241118-150642,185,240901_latMaz007,FSC_bio,2,39.0,130,35,44,0.0396,241118
241118-150642,185,240901_latMaz007,FSC_bio,3,39.0,130,35,45,0.0393,241118
241118-150642,185,240901_latMaz007,FSC_bio,4,24.0,130,35,46,0.0371,241118
241117-193429,188,240901_latMaz007,FSC_bio,0,66.0,244,22,42,0.0396,241117
241117-193429,188,240901_latMaz007,FSC_bio,1,58.0,244,22,43,0.04,241117
241117-193429,188,240901_latMaz007,FSC_bio,2,39.0,244,22,44,0.04,241117
241117-193429,188,240901_latMaz007,FSC_bio,3,37.0,244,22,45,0.04,241117
241117-193429,188,240901_latMaz007,FSC_bio,4,78.0,244,22,46,0.0401,241117
241116-163919,185,240901_latMaz007,FSC_bio,0,39.0,164,25,42,0.0389,241116
241116-163919,185,240901_latMaz007,FSC_bio,1,31.0,164,25,43,0.0385,241116
241116-163919,185,240901_latMaz007,FSC_bio,2,37.0,164,25,44,0.0411,241116
241116-163919,185,240901_latMaz007,FSC_bio,3,27.0,164,25,45,0.0391,241116
241116-163919,185,240901_latMaz007,FSC_bio,4,84.0,164,25,46,0.0387,241116
241115-173537,188,240901_latMaz007,FSC_bio,0,18.0,29,13,42,0.0386,241115
241115-173537,188,240901_latMaz007,FSC_bio,1,13.0,29,13,43,0.0355,241115
241115-173537,188,240901_latMaz007,FSC_bio,2,16.0,29,13,44,0.036,241115
241115-173537,188,240901_latMaz007,FSC_bio,3,17.0,29,13,45,0.0373,241115
241115-173537,188,240901_latMaz007,FSC_bio,4,17.0,29,13,46,0.0358,241115
241115-162742,188,240901_latMaz007,FSC_bio,0,118.0,530,37,42,0.0447,241115
241115-162742,188,240901_latMaz007,FSC_bio,1,79.0,530,37,43,0.0455,241115
241115-162742,188,240901_latMaz007,FSC_bio,2,113.0,530,37,44,0.0449,241115
241115-162742,188,240901_latMaz007,FSC_bio,3,78.0,530,37,45,0.0453,241115
241115-162742,188,240901_latMaz007,FSC_bio,4,237.0,530,37,46,0.0466,241115
241016-044806,188,240901_latMaz007,FSC_bio,0,34.0,106,21,42,0.0391,241016
241016-044806,188,240901_latMaz007,FSC_bio,1,36.0,106,21,43,0.0391,241016
241016-044806,188,240901_latMaz007,FSC_bio,2,28.0,106,21,44,0.0407,241016
241016-044806,188,240901_latMaz007,FSC_bio,3,35.0,106,21,45,0.0388,241016
241016-044806,188,240901_latMaz007,FSC_bio,4,29.0,106,21,46,0.0364,241016
241015-235927,188,240901_latMaz007,FSC_bio,0,40.0,154,35,42,0.0393,241015
241015-235927,188,240901_latMaz007,FSC_bio,1,38.0,154,35,43,0.0378,241015
241015-235927,188,240901_latMaz007,FSC_bio,2,36.0,154,35,44,0.0393,241015
241015-235927,188,240901_latMaz007,FSC_bio,3,38.0,154,35,45,0.0391,241015
241015-235927,188,240901_latMaz007,FSC_bio,4,31.0,154,35,46,0.0376,241015
241015-211418,188,240901_latMaz007,FSC_bio,0,70.0,253,38,42,0.0392,241015
241015-211418,188,240901_latMaz007,FSC_bio,1,40.0,253,38,43,0.0412,241015
241015-211418,188,240901_latMaz007,FSC_bio,2,79.0,253,38,44,0.0395,241015
241015-211418,188,240901_latMaz007,FSC_bio,3,40.0,253,38,45,0.04,241015
241015-211418,188,240901_latMaz007,FSC_bio,4,38.0,253,38,46,0.0395,241015
241014-234232,188,240901_latMaz007,FSC_bio,0,27.0,85,28,42,0.0403,241014
241014-234232,188,240901_latMaz007,FSC_bio,1,32.0,85,28,43,0.0365,241014
241014-234232,188,240901_latMaz007,FSC_bio,2,37.0,85,28,44,0.0359,241014
241014-234232,188,240901_latMaz007,FSC_bio,3,29.0,85,28,45,0.0372,241014
241014-234232,188,240901_latMaz007,FSC_bio,4,35.0,85,28,46,0.0365,241014
241014-185629,188,240901_latMaz007,FSC_bio,0,68.0,177,36,42,0.0389,241014
241014-185629,188,240901_latMaz007,FSC_bio,1,54.0,177,36,43,0.0384,241014
241014-185629,188,240901_latMaz007,FSC_bio,2,42.0,177,36,44,0.0378,241014
241014-185629,188,240901_latMaz007,FSC_bio,3,31.0,177,36,45,0.0378,241014
241014-185629,188,240901_latMaz007,FSC_bio,4,39.0,177,36,46,0.0383,241014
241014-021400,188,240901_latMaz007,FSC_bio,0,37.0,60,25,42,0.0367,241014
241014-021400,188,240901_latMaz007,FSC_bio,1,30.0,60,25,43,0.0376,241014
241014-021400,188,240901_latMaz007,FSC_bio,2,6.0,60,25,44,0.0375,241014
241014-021400,188,240901_latMaz007,FSC_bio,3,29.0,60,25,45,0.0385,241014
241014-021400,188,240901_latMaz007,FSC_bio,4,22.0,60,25,46,0.0383,241014
241014-004224,188,240901_latMaz007,FSC_bio,0,24.0,44,8,42,0.0361,241014
241014-004224,188,240901_latMaz007,FSC_bio,1,17.0,44,8,43,0.0363,241014
241014-004224,188,240901_latMaz007,FSC_bio,2,22.0,44,8,44,0.0354,241014
241014-004224,188,240901_latMaz007,FSC_bio,3,8.0,44,8,45,0.0363,241014
241014-004224,188,240901_latMaz007,FSC_bio,4,26.0,44,8,46,0.0356,241014
241014-000524,188,240901_latMaz007,FSC_bio,0,52.0,204,34,42,0.0391,241014
241014-000524,188,240901_latMaz007,FSC_bio,1,37.0,204,34,43,0.038,241014
241014-000524,188,240901_latMaz007,FSC_bio,2,32.0,204,34,44,0.0386,241014
241014-000524,188,240901_latMaz007,FSC_bio,3,40.0,204,34,45,0.0397,241014
241014-000524,188,240901_latMaz007,FSC_bio,4,38.0,204,34,46,0.0386,241014
241013-174837,188,240901_latMaz007,FSC_bio,0,40.0,166,29,42,0.0382,241013
241013-174837,188,240901_latMaz007,FSC_bio,1,37.0,166,29,43,0.0424,241013
241013-174837,188,240901_latMaz007,FSC_bio,2,32.0,166,29,44,0.0398,241013
241013-174837,188,240901_latMaz007,FSC_bio,3,36.0,166,29,45,0.0381,241013
241013-174837,188,240901_latMaz007,FSC_bio,4,37.0,166,29,46,0.0378,241013
241012-224009,188,240901_latMaz007,FSC_bio,0,40.0,151,24,42,0.0371,241012
241012-224009,188,240901_latMaz007,FSC_bio,1,37.0,151,24,43,0.0376,241012
241012-224009,188,240901_latMaz007,FSC_bio,2,32.0,151,24,44,0.0387,241012
241012-224009,188,240901_latMaz007,FSC_bio,3,36.0,151,24,45,0.0381,241012
241012-224009,188,240901_latMaz007,FSC_bio,4,37.0,151,24,46,0.0388,241012
241009-232418,185,240901_latMaz007,FSC_bio,0,44.0,70,9,42,0.0369,241009
241009-232418,185,240901_latMaz007,FSC_bio,1,25.0,70,9,43,0.0376,241009
241009-232418,185,240901_latMaz007,FSC_bio,2,25.0,70,9,44,0.0383,241009
241009-232418,185,240901_latMaz007,FSC_bio,3,33.0,70,9,45,0.0386,241009
241009-232418,185,240901_latMaz007,FSC_bio,4,29.0,70,9,46,0.0405,241009
241009-214240,185,240901_latMaz007,FSC_bio,0,80.0,124,19,42,0.0398,241009
241009-214240,185,240901_latMaz007,FSC_bio,1,32.0,124,19,43,0.0382,241009
241009-214240,185,240901_latMaz007,FSC_bio,2,25.0,124,19,44,0.038,241009
241009-214240,185,240901_latMaz007,FSC_bio,3,35.0,124,19,45,0.0367,241009
241009-214240,185,240901_latMaz007,FSC_bio,4,33.0,124,19,46,0.0375,241009
241009-010858,185,240901_latMaz007,FSC_bio,0,80.0,149,19,42,0.0385,241009
241009-010858,185,240901_latMaz007,FSC_bio,1,32.0,149,19,43,0.0376,241009
241009-010858,185,240901_latMaz007,FSC_bio,2,31.0,149,19,44,0.0388,241009
241009-010858,185,240901_latMaz007,FSC_bio,3,35.0,149,19,45,0.0381,241009
241009-010858,185,240901_latMaz007,FSC_bio,4,37.0,149,19,46,0.039,241009
241008-112318,185,240901_latMaz007,FSC_bio,0,33.0,117,33,42,0.0384,241008
241008-112318,185,240901_latMaz007,FSC_bio,1,38.0,117,33,43,0.0386,241008
241008-112318,185,240901_latMaz007,FSC_bio,2,38.0,117,33,44,0.0405,241008
241008-112318,185,240901_latMaz007,FSC_bio,3,30.0,117,33,45,0.039,241008
241008-112318,185,240901_latMaz007,FSC_bio,4,29.0,117,33,46,0.0368,241008
241007-175208,185,240901_latMaz007,FSC_bio,0,36.0,81,25,42,0.0371,241007
241007-175208,185,240901_latMaz007,FSC_bio,1,18.0,81,25,43,0.0363,241007
241007-175208,185,240901_latMaz007,FSC_bio,2,33.0,81,25,44,0.0358,241007
241007-175208,185,240901_latMaz007,FSC_bio,3,27.0,81,25,45,0.0364,241007
241007-175208,185,240901_latMaz007,FSC_bio,4,44.0,81,25,46,0.0374,241007
241007-042510,188,240901_latMaz007,FSC_bio,0,15.0,34,10,42,0.0365,241007
241007-042510,188,240901_latMaz007,FSC_bio,1,14.0,34,10,43,0.036,241007
241007-042510,188,240901_latMaz007,FSC_bio,2,19.0,34,10,44,0.0358,241007
241007-042510,188,240901_latMaz007,FSC_bio,3,22.0,34,10,45,0.0361,241007
241007-042510,188,240901_latMaz007,FSC_bio,4,14.0,34,10,46,0.0362,241007
241006-013119,188,240901_latMaz007,FSC_bio,0,24.0,80,8,42,0.0372,241006
241006-013119,188,240901_latMaz007,FSC_bio,1,30.0,80,8,43,0.0403,241006
241006-013119,188,240901_latMaz007,FSC_bio,2,28.0,80,8,44,0.0365,241006
241006-013119,188,240901_latMaz007,FSC_bio,3,33.0,80,8,45,0.0363,241006
241006-013119,188,240901_latMaz007,FSC_bio,4,32.0,80,8,46,0.0379,241006
241005-004809,188,240901_latMaz007,FSC_bio,0,38.0,82,22,42,0.0357,241005
241005-004809,188,240901_latMaz007,FSC_bio,1,29.0,82,22,43,0.0367,241005
241005-004809,188,240901_latMaz007,FSC_bio,2,25.0,82,22,44,0.0363,241005
241005-004809,188,240901_latMaz007,FSC_bio,3,24.0,82,22,45,0.0368,241005
241005-004809,188,240901_latMaz007,FSC_bio,4,28.0,82,22,46,0.0366,241005
241004-160533,188,240901_latMaz007,FSC_bio,0,39.0,223,31,42,0.0385,241004
241004-160533,188,240901_latMaz007,FSC_bio,1,39.0,223,31,43,0.0387,241004
241004-160533,188,240901_latMaz007,FSC_bio,2,33.0,223,31,44,0.0388,241004
241004-160533,188,240901_latMaz007,FSC_bio,3,38.0,223,31,45,0.0386,241004
241004-160533,188,240901_latMaz007,FSC_bio,4,37.0,223,31,46,0.0408,241004
241003-230719,188,240901_latMaz007,FSC_bio,0,34.0,76,14,42,0.0389,241003
241003-230719,188,240901_latMaz007,FSC_bio,1,35.0,76,14,43,0.0359,241003
241003-230719,188,240901_latMaz007,FSC_bio,2,27.0,76,14,44,0.0366,241003
241003-230719,188,240901_latMaz007,FSC_bio,3,20.0,76,14,45,0.0368,241003
241003-230719,188,240901_latMaz007,FSC_bio,4,28.0,76,14,46,0.0358,241003
241003-120422,188,240901_latMaz007,FSC_bio,0,38.0,170,23,42,0.0375,241003
241003-120422,188,240901_latMaz007,FSC_bio,1,35.0,170,23,43,0.0376,241003
241003-120422,188,240901_latMaz007,FSC_bio,2,38.0,170,23,44,0.0381,241003
241003-120422,188,240901_latMaz007,FSC_bio,3,38.0,170,23,45,0.0382,241003
241003-120422,188,240901_latMaz007,FSC_bio,4,46.0,170,23,46,0.0382,241003
241002-191505,188,240901_latMaz007,FSC_bio,0,24.0,105,20,42,0.038,241002
241002-191505,188,240901_latMaz007,FSC_bio,1,33.0,105,20,43,0.0394,241002
241002-191505,188,240901_latMaz007,FSC_bio,2,38.0,105,20,44,0.0398,241002
241002-191505,188,240901_latMaz007,FSC_bio,3,20.0,105,20,45,0.0394,241002
241002-191505,188,240901_latMaz007,FSC_bio,4,35.0,105,20,46,0.0365,241002
241002-165901,188,240901_latMaz007,FSC_bio,0,31.0,115,16,42,0.0374,241002
241002-165901,188,240901_latMaz007,FSC_bio,1,32.0,115,16,43,0.0369,241002
241002-165901,188,240901_latMaz007,FSC_bio,2,36.0,115,16,44,0.037,241002
241002-165901,188,240901_latMaz007,FSC_bio,3,35.0,115,16,45,0.0372,241002
241002-165901,188,240901_latMaz007,FSC_bio,4,37.0,115,16,46,0.037,241002
241002-001532,188,240901_latMaz007,FSC_bio,0,39.0,169,28,42,0.0396,241002
241002-001532,188,240901_latMaz007,FSC_bio,1,38.0,169,28,43,0.0389,241002
241002-001532,188,240901_latMaz007,FSC_bio,2,38.0,169,28,44,0.0385,241002
241002-001532,188,240901_latMaz007,FSC_bio,3,37.0,169,28,45,0.0382,241002
241002-001532,188,240901_latMaz007,FSC_bio,4,36.0,169,28,46,0.0381,241002
241001-174611,188,240901_latMaz007,FSC_bio,0,24.0,111,34,42,0.0365,241001
241001-174611,188,240901_latMaz007,FSC_bio,1,26.0,111,34,43,0.0395,241001
241001-174611,188,240901_latMaz007,FSC_bio,2,29.0,111,34,44,0.0367,241001
241001-174611,188,240901_latMaz007,FSC_bio,3,29.0,111,34,45,0.0363,241001
241001-174611,188,240901_latMaz007,FSC_bio,4,38.0,111,34,46,0.0373,241001
240921-132254,185,240901_latMaz007,FSC_bio,0,15.0,22,9,42,0.0354,240921
240921-132254,185,240901_latMaz007,FSC_bio,1,9.0,22,9,43,0.036,240921
240921-132254,185,240901_latMaz007,FSC_bio,2,9.0,22,9,44,0.0362,240921
240921-132254,185,240901_latMaz007,FSC_bio,3,18.0,22,9,45,0.0353,240921
240921-132254,185,240901_latMaz007,FSC_bio,4,20.0,22,9,46,0.0353,240921
240920-184527,185,240901_latMaz007,FSC_bio,0,8.0,21,8,42,0.0358,240920
240920-184527,185,240901_latMaz007,FSC_bio,1,8.0,21,8,43,0.0353,240920
240920-184527,185,240901_latMaz007,FSC_bio,2,10.0,21,8,44,0.0361,240920
240920-184527,185,240901_latMaz007,FSC_bio,3,14.0,21,8,45,0.0372,240920
240920-184527,185,240901_latMaz007,FSC_bio,4,10.0,21,8,46,0.0386,240920
240920-003127,185,240901_latMaz007,FSC_bio,0,36.0,78,19,42,0.0381,240920
240920-003127,185,240901_latMaz007,FSC_bio,1,24.0,78,19,43,0.0368,240920
240920-003127,185,240901_latMaz007,FSC_bio,2,29.0,78,19,44,0.0366,240920
240920-003127,185,240901_latMaz007,FSC_bio,3,32.0,78,19,45,0.0361,240920
240920-003127,185,240901_latMaz007,FSC_bio,4,31.0,78,19,46,0.0367,240920
240919-173759,185,240901_latMaz007,FSC_bio,0,37.0,243,33,42,0.0393,240919
240919-173759,185,240901_latMaz007,FSC_bio,1,77.0,243,33,43,0.0395,240919
240919-173759,185,240901_latMaz007,FSC_bio,2,51.0,243,33,44,0.0387,240919
240919-173759,185,240901_latMaz007,FSC_bio,3,32.0,243,33,45,0.039,240919
240919-173759,185,240901_latMaz007,FSC_bio,4,38.0,243,33,46,0.0415,240919
240918-144256,185,240901_latMaz007,FSC_bio,0,38.0,223,37,42,0.0397,240918
240918-144256,185,240901_latMaz007,FSC_bio,1,40.0,223,37,43,0.0393,240918
240918-144256,185,240901_latMaz007,FSC_bio,2,69.0,223,37,44,0.0414,240918
240918-144256,185,240901_latMaz007,FSC_bio,3,68.0,223,37,45,0.0424,240918
240918-144256,185,240901_latMaz007,FSC_bio,4,40.0,223,37,46,0.0389,240918
240917-235844,185,240901_latMaz007,FSC_bio,0,36.0,89,30,42,0.0382,240917
240917-235844,185,240901_latMaz007,FSC_bio,1,21.0,89,30,43,0.0375,240917
240917-235844,185,240901_latMaz007,FSC_bio,2,33.0,89,30,44,0.0378,240917
240917-235844,185,240901_latMaz007,FSC_bio,3,27.0,89,30,45,0.038,240917
240917-235844,185,240901_latMaz007,FSC_bio,4,50.0,89,30,46,0.0369,240917
240917-134349,185,240901_latMaz007,FSC_bio,0,38.0,65,17,42,0.0358,240917
240917-134349,185,240901_latMaz007,FSC_bio,1,25.0,65,17,43,0.0359,240917
240917-134349,185,240901_latMaz007,FSC_bio,2,21.0,65,17,44,0.0367,240917
240917-134349,185,240901_latMaz007,FSC_bio,3,19.0,65,17,45,0.0378,240917
240917-134349,185,240901_latMaz007,FSC_bio,4,28.0,65,17,46,0.0385,240917
240917-003130,185,240901_latMaz007,FSC_bio,0,29.0,47,26,42,0.0388,240917
240917-003130,185,240901_latMaz007,FSC_bio,1,10.0,47,26,43,0.038,240917
240917-003130,185,240901_latMaz007,FSC_bio,2,20.0,47,26,44,0.0367,240917
240917-003130,185,240901_latMaz007,FSC_bio,3,20.0,47,26,45,0.0373,240917
240917-003130,185,240901_latMaz007,FSC_bio,4,35.0,47,26,46,0.0358,240917
240911-000256,002,240901_latMaz007,FSC_bio,0,8.0,54,23,42,0.0361,240911
240911-000256,002,240901_latMaz007,FSC_bio,1,21.0,54,23,43,0.0369,240911
240911-000256,002,240901_latMaz007,FSC_bio,2,23.0,54,23,44,0.0368,240911
240911-000256,002,240901_latMaz007,FSC_bio,3,19.0,54,23,45,0.0367,240911
240911-000256,002,240901_latMaz007,FSC_bio,4,25.0,54,23,46,0.0363,240911
240910-192752,002,240901_latMaz007,FSC_bio,0,35.0,96,33,42,0.0368,240910
240910-192752,002,240901_latMaz007,FSC_bio,1,28.0,96,33,43,0.0369,240910
240910-192752,002,240901_latMaz007,FSC_bio,2,31.0,96,33,44,0.0365,240910
240910-192752,002,240901_latMaz007,FSC_bio,3,35.0,96,33,45,0.0364,240910
240910-192752,002,240901_latMaz007,FSC_bio,4,65.0,96,33,46,0.04,240910
240910-133355,002,240901_latMaz007,FSC_bio,0,30.0,84,11,42,0.0365,240910
240910-133355,002,240901_latMaz007,FSC_bio,1,31.0,84,11,43,0.0359,240910
240910-133355,002,240901_latMaz007,FSC_bio,2,36.0,84,11,44,0.0372,240910
240910-133355,002,240901_latMaz007,FSC_bio,3,33.0,84,11,45,0.0359,240910
240910-133355,002,240901_latMaz007,FSC_bio,4,26.0,84,11,46,0.0372,240910
240909-202739,002,240901_latMaz007,FSC_bio,0,24.0,35,15,42,0.0362,240909
240909-202739,002,240901_latMaz007,FSC_bio,1,9.0,35,15,43,0.0358,240909
240909-202739,002,240901_latMaz007,FSC_bio,2,20.0,35,15,44,0.0367,240909
240909-202739,002,240901_latMaz007,FSC_bio,3,20.0,35,15,45,0.0363,240909
240909-202739,002,240901_latMaz007,FSC_bio,4,27.0,35,15,46,0.0375,240909
240909-131750,003,240901_latMaz007,FSC_bio,0,23.0,32,17,42,0.0372,240909
240909-131750,003,240901_latMaz007,FSC_bio,1,9.0,32,17,43,0.0378,240909
240909-131750,003,240901_latMaz007,FSC_bio,2,18.0,32,17,44,0.0375,240909
240909-131750,003,240901_latMaz007,FSC_bio,3,20.0,32,17,45,0.04,240909
240909-131750,003,240901_latMaz007,FSC_bio,4,27.0,32,17,46,0.0355,240909
240909-073945,001,240901_latMaz007,FSC_bio,0,31.0,42,8,42,0.0354,240909
240909-073945,001,240901_latMaz007,FSC_bio,1,25.0,42,8,43,0.0354,240909
240909-073945,001,240901_latMaz007,FSC_bio,2,15.0,42,8,44,0.0356,240909
240909-073945,001,240901_latMaz007,FSC_bio,3,8.0,42,8,45,0.0351,240909
240909-073945,001,240901_latMaz007,FSC_bio,4,16.0,42,8,46,0.0366,240909
240908-094846,001,240901_latMaz007,FSC_bio,0,24.0,86,15,42,0.0366,240908
240908-094846,001,240901_latMaz007,FSC_bio,1,31.0,86,15,43,0.0365,240908
240908-094846,001,240901_latMaz007,FSC_bio,2,30.0,86,15,44,0.0369,240908
240908-094846,001,240901_latMaz007,FSC_bio,3,35.0,86,15,45,0.0368,240908
240908-094846,001,240901_latMaz007,FSC_bio,4,36.0,86,15,46,0.0363,240908
240907-202036,001,240901_latMaz007,FSC_bio,0,11.0,11,9,42,0.0362,240907
240907-202036,001,240901_latMaz007,FSC_bio,1,9.0,11,9,43,0.0374,240907
240907-202036,001,240901_latMaz007,FSC_bio,2,4.0,11,9,44,0.0364,240907
240907-202036,001,240901_latMaz007,FSC_bio,3,9.0,11,9,45,0.0358,240907
240907-202036,001,240901_latMaz007,FSC_bio,4,11.0,11,9,46,0.0351,240907
240906-234545,003,240901_latMaz007,FSC_bio,0,12.0,68,13,42,0.0363,240906
240906-234545,003,240901_latMaz007,FSC_bio,1,23.0,68,13,43,0.0361,240906
240906-234545,003,240901_latMaz007,FSC_bio,2,34.0,68,13,44,0.0362,240906
240906-234545,003,240901_latMaz007,FSC_bio,3,20.0,68,13,45,0.0369,240906
240906-234545,003,240901_latMaz007,FSC_bio,4,32.0,68,13,46,0.0375,240906
240906-152402,003,240901_latMaz007,FSC_bio,0,6.0,10,8,42,0.036,240906
240906-152402,003,240901_latMaz007,FSC_bio,1,10.0,10,8,43,0.0354,240906
240906-152402,003,240901_latMaz007,FSC_bio,2,6.0,10,8,44,0.0367,240906
240906-152402,003,240901_latMaz007,FSC_bio,3,10.0,10,8,45,0.036,240906
240906-152402,003,240901_latMaz007,FSC_bio,4,6.0,10,8,46,0.0362,240906
240906-151039,003,240901_latMaz007,FSC_bio,0,30.0,64,15,42,0.0396,240906
240906-151039,003,240901_latMaz007,FSC_bio,1,16.0,64,15,43,0.036,240906
240906-151039,003,240901_latMaz007,FSC_bio,2,25.0,64,15,44,0.0359,240906
240906-151039,003,240901_latMaz007,FSC_bio,3,24.0,64,15,45,0.0368,240906
240906-151039,003,240901_latMaz007,FSC_bio,4,35.0,64,15,46,0.0365,240906
240906-112537,001,240901_latMaz007,FSC_bio,0,26.0,53,13,42,0.0373,240906
240906-112537,001,240901_latMaz007,FSC_bio,1,13.0,53,13,43,0.0366,240906
240906-112537,001,240901_latMaz007,FSC_bio,2,21.0,53,13,44,0.0373,240906
240906-112537,001,240901_latMaz007,FSC_bio,3,18.0,53,13,45,0.0375,240906
240906-112537,001,240901_latMaz007,FSC_bio,4,29.0,53,13,46,0.0371,240906
240901-224944,001,240901_latMaz007,FSC_bio,0,27.0,64,16,42,0.0364,240901
240901-224944,001,240901_latMaz007,FSC_bio,1,15.0,64,16,43,0.0362,240901
240901-224944,001,240901_latMaz007,FSC_bio,2,25.0,64,16,44,0.0363,240901
240901-224944,001,240901_latMaz007,FSC_bio,3,22.0,64,16,45,0.0396,240901
240901-224944,001,240901_latMaz007,FSC_bio,4,29.0,64,16,46,0.0401,240901
240901-203651,001,240824_latent_maze_006,FSC_bio,0,23.0,150,26,42,0.0379,240901
240901-203651,001,240824_latent_maze_006,FSC_bio,1,26.0,150,26,43,0.037,240901
240901-203651,001,240824_latent_maze_006,FSC_bio,2,43.0,150,26,44,0.0375,240901
240901-203651,001,240824_latent_maze_006,FSC_bio,3,43.0,150,26,45,0.0377,240901
240901-203651,001,240824_latent_maze_006,FSC_bio,4,34.0,150,26,46,0.0384,240901
240831-205653,001,240824_latent_maze_006,FSC_bio,0,29.0,100,25,42,0.0364,240831
240831-205653,001,240824_latent_maze_006,FSC_bio,1,23.0,100,25,43,0.037,240831
240831-205653,001,240824_latent_maze_006,FSC_bio,2,32.0,100,25,44,0.0364,240831
240831-205653,001,240824_latent_maze_006,FSC_bio,3,20.0,100,25,45,0.0361,240831
240831-205653,001,240824_latent_maze_006,FSC_bio,4,27.0,100,25,46,0.0363,240831
240831-151828,001,240824_latent_maze_006,FSC_bio,0,31.0,151,10,42,0.0387,240831
240831-151828,001,240824_latent_maze_006,FSC_bio,1,64.0,151,10,43,0.0387,240831
240831-151828,001,240824_latent_maze_006,FSC_bio,2,23.0,151,10,44,0.0403,240831
240831-151828,001,240824_latent_maze_006,FSC_bio,3,33.0,151,10,45,0.038,240831
240831-151828,001,240824_latent_maze_006,FSC_bio,4,59.0,151,10,46,0.0373,240831
240830-000138,001,240824_latent_maze_006,FSC_bio,0,10.0,50,26,42,0.0364,240830
240830-000138,001,240824_latent_maze_006,FSC_bio,1,28.0,50,26,43,0.0362,240830
240830-000138,001,240824_latent_maze_006,FSC_bio,2,27.0,50,26,44,0.0368,240830
240830-000138,001,240824_latent_maze_006,FSC_bio,3,21.0,50,26,45,0.0363,240830
240830-000138,001,240824_latent_maze_006,FSC_bio,4,25.0,50,26,46,0.0362,240830
